asciiname,lat,lon,country,admin_code,tz,population,country_name,region,sub_region
Kortrijk,50.82803,3.26487,BE,VLG,Europe/Brussels,73879,Belgium,Europe,Western Europe
Hasselt,50.93106,5.33781,BE,VLG,Europe/Brussels,69222,Belgium,Europe,Western Europe
Gent,51.05,3.71667,BE,VLG,Europe/Brussels,231493,Belgium,Europe,Western Europe
Genk,50.965,5.50082,BE,VLG,Europe/Brussels,63666,Belgium,Europe,Western Europe
Charleroi,50.41136,4.44448,BE,WAL,Europe/Brussels,200132,Belgium,Europe,Western Europe
Brussels,50.85045,4.34878,BE,BRU,Europe/Brussels,1019022,Belgium,Europe,Western Europe
Brugge,51.20892,3.22424,BE,VLG,Europe/Brussels,116709,Belgium,Europe,Western Europe
Antwerpen,51.21989,4.40346,BE,VLG,Europe/Brussels,459805,Belgium,Europe,Western Europe
Aalst,50.93604,4.0355,BE,VLG,Europe/Brussels,77534,Belgium,Europe,Western Europe
Ouahigouya,13.58278,-2.42158,BF,10,Africa/Ouagadougou,61096,Burkina Faso,Africa,Sub-Saharan Africa
Ouagadougou,12.36566,-1.53388,BF,03,Africa/Ouagadougou,1086505,Burkina Faso,Africa,Sub-Saharan Africa
Koudougou,12.25263,-2.36272,BF,06,Africa/Ouagadougou,87347,Burkina Faso,Africa,Sub-Saharan Africa
Bobo-Dioulasso,11.17715,-4.2979,BF,09,Africa/Ouagadougou,360106,Burkina Faso,Africa,Sub-Saharan Africa
Banfora,10.63333,-4.76667,BF,02,Africa/Ouagadougou,60288,Burkina Faso,Africa,Sub-Saharan Africa
Yambol,42.48333,26.5,BG,65,Europe/Sofia,80116,Bulgaria,Europe,Eastern Europe
Vratsa,43.21,23.5625,BG,64,Europe/Sofia,64941,Bulgaria,Europe,Eastern Europe
Vidin,43.99,22.8725,BG,63,Europe/Sofia,54409,Bulgaria,Europe,Eastern Europe
Veliko Turnovo,43.08124,25.62904,BG,62,Europe/Sofia,66217,Bulgaria,Europe,Eastern Europe
Varna,43.21667,27.91667,BG,61,Europe/Sofia,312770,Bulgaria,Europe,Eastern Europe
Dobrich,43.56667,27.83333,BG,40,Europe/Sofia,94831,Bulgaria,Europe,Eastern Europe
Stara Zagora,42.43278,25.64194,BG,59,Europe/Sofia,143431,Bulgaria,Europe,Eastern Europe
Sofia,42.69751,23.32415,BG,42,Europe/Sofia,1152556,Bulgaria,Europe,Eastern Europe
Sliven,42.68583,26.32917,BG,56,Europe/Sofia,96368,Bulgaria,Europe,Eastern Europe
Shumen,43.27064,26.92286,BG,54,Europe/Sofia,87283,Bulgaria,Europe,Eastern Europe
Ruse,43.85639,25.97083,BG,53,Europe/Sofia,156238,Bulgaria,Europe,Eastern Europe
Plovdiv,42.15,24.75,BG,51,Europe/Sofia,340494,Bulgaria,Europe,Eastern Europe
Pleven,43.41667,24.61667,BG,50,Europe/Sofia,118675,Bulgaria,Europe,Eastern Europe
Pernik,42.6,23.03333,BG,49,Europe/Sofia,82467,Bulgaria,Europe,Eastern Europe
Pazardzhik,42.2,24.33333,BG,48,Europe/Sofia,75977,Bulgaria,Europe,Eastern Europe
Kurdzhali,41.65,25.36667,BG,44,Europe/Sofia,51000,Bulgaria,Europe,Eastern Europe
Haskovo,41.93415,25.55557,BG,43,Europe/Sofia,79699,Bulgaria,Europe,Eastern Europe
Kazanluk,42.61667,25.4,BG,59,Europe/Sofia,55196,Bulgaria,Europe,Eastern Europe
Gabrovo,42.87472,25.33417,BG,41,Europe/Sofia,66175,Bulgaria,Europe,Eastern Europe
Burgas,42.50606,27.46781,BG,39,Europe/Sofia,195966,Bulgaria,Europe,Eastern Europe
Blagoevgrad,42.01667,23.1,BG,38,Europe/Sofia,71306,Bulgaria,Europe,Eastern Europe
Asenovgrad,42.01667,24.86667,BG,51,Europe/Sofia,52170,Bulgaria,Europe,Eastern Europe
Madinat Hamad,26.11528,50.50694,BH,18,Asia/Bahrain,52718,Bahrain,Asia,Western Asia
Dar Kulayb,26.06861,50.50389,BH,18,Asia/Bahrain,65466,Bahrain,Asia,Western Asia
Al Muharraq,26.25722,50.61194,BH,15,Asia/Bahrain,97458,Bahrain,Asia,Western Asia
Manama,26.21536,50.5832,BH,16,Asia/Bahrain,147074,Bahrain,Asia,Western Asia
Ar Rifa',26.13,50.555,BH,19,Asia/Bahrain,79550,Bahrain,Asia,Western Asia
Bujumbura,-3.3822,29.3644,BI,24,Africa/Bujumbura,331700,Burundi,Africa,Sub-Saharan Africa
Muyinga,-2.8451,30.3414,BI,18,Africa/Bujumbura,71076,Burundi,Africa,Sub-Saharan Africa
Save,8.03424,2.4866,BJ,11,Africa/Porto-Novo,75970,Benin,Africa,Sub-Saharan Africa
Porto-Novo,6.49646,2.60359,BJ,16,Africa/Porto-Novo,234168,Benin,Africa,Sub-Saharan Africa
Parakou,9.33716,2.63031,BJ,10,Africa/Porto-Novo,163753,Benin,Africa,Sub-Saharan Africa
Ouidah,6.36307,2.08506,BJ,09,Africa/Porto-Novo,83503,Benin,Africa,Sub-Saharan Africa
Nikki,9.94009,3.21075,BJ,10,Africa/Porto-Novo,54009,Benin,Africa,Sub-Saharan Africa
Natitingou,10.30416,1.37962,BJ,08,Africa/Porto-Novo,80892,Benin,Africa,Sub-Saharan Africa
Lokossa,6.63869,1.71674,BJ,15,Africa/Porto-Novo,86971,Benin,Africa,Sub-Saharan Africa
Kandi,11.13417,2.93861,BJ,07,Africa/Porto-Novo,109701,Benin,Africa,Sub-Saharan Africa
Djougou,9.70853,1.66598,BJ,13,Africa/Porto-Novo,237040,Benin,Africa,Sub-Saharan Africa
Cotonou,6.36536,2.41833,BJ,14,Africa/Porto-Novo,690584,Benin,Africa,Sub-Saharan Africa
Bohicon,7.17826,2.0667,BJ,18,Africa/Porto-Novo,125092,Benin,Africa,Sub-Saharan Africa
Abomey-Calavi,6.44852,2.35566,BJ,09,Africa/Porto-Novo,385755,Benin,Africa,Sub-Saharan Africa
Abomey,7.18286,1.99119,BJ,18,Africa/Porto-Novo,82154,Benin,Africa,Sub-Saharan Africa
Bandar Seri Begawan,4.94029,114.94806,BN,02,Asia/Brunei,64409,Brunei Darussalam,Asia,South-eastern Asia
Yacuiba,-22.03799,-63.67968,BO,09,America/La_Paz,82803,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
La Santisima Trinidad,-14.83333,-64.9,BO,03,America/La_Paz,84259,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Tarija,-21.53549,-64.72956,BO,09,America/La_Paz,159269,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Sucre,-19.03332,-65.26274,BO,01,America/La_Paz,224838,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Santa Cruz de la Sierra,-17.78629,-63.18117,BO,08,America/La_Paz,1364389,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Riberalta,-11.00654,-66.06312,BO,03,America/La_Paz,74014,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Potosi,-19.58361,-65.75306,BO,07,America/La_Paz,141251,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Oruro,-17.98333,-67.15,BO,05,America/La_Paz,208684,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Montero,-17.33866,-63.2505,BO,08,America/La_Paz,88616,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
La Paz,-16.5,-68.15,BO,04,America/La_Paz,812799,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Cochabamba,-17.3895,-66.1568,BO,02,America/La_Paz,900414,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean
Vitoria de Santo Antao,-8.11806,-35.29139,BR,30,America/Recife,107383,Brazil,Americas,Latin America and the Caribbean
Tucurui,-3.76611,-49.6725,BR,16,America/Belem,76337,Brazil,Americas,Latin America and the Caribbean
Timon,-5.09417,-42.83667,BR,13,America/Fortaleza,124427,Brazil,Americas,Latin America and the Caribbean
Teresina,-5.08917,-42.80194,BR,20,America/Fortaleza,744512,Brazil,Americas,Latin America and the Caribbean
Sobral,-3.68611,-40.34972,BR,06,America/Fortaleza,157996,Brazil,Americas,Latin America and the Caribbean
Serra Talhada,-7.99194,-38.29833,BR,30,America/Recife,51203,Brazil,Americas,Latin America and the Caribbean
Sao Luis,-2.52972,-44.30278,BR,13,America/Fortaleza,917237,Brazil,Americas,Latin America and the Caribbean
Sao Lourenco da Mata,-8.00222,-35.01833,BR,30,America/Recife,88416,Brazil,Americas,Latin America and the Caribbean
Santa Rita,-7.11389,-34.97806,BR,17,America/Fortaleza,119893,Brazil,Americas,Latin America and the Caribbean
Santarem,-2.44306,-54.70833,BR,16,America/Santarem,189047,Brazil,Americas,Latin America and the Caribbean
Santa Ines,-3.66667,-45.38,BR,13,America/Fortaleza,67424,Brazil,Americas,Latin America and the Caribbean
Santa Cruz do Capibaribe,-7.9575,-36.20472,BR,30,America/Recife,76450,Brazil,Americas,Latin America and the Caribbean
Rio Largo,-9.47833,-35.85333,BR,02,America/Maceio,63387,Brazil,Americas,Latin America and the Caribbean
Recife,-8.05389,-34.88111,BR,30,America/Recife,1478098,Brazil,Americas,Latin America and the Caribbean
Santana,-0.05833,-51.18167,BR,03,America/Belem,83927,Brazil,Americas,Latin America and the Caribbean
Picos,-7.07694,-41.46694,BR,20,America/Fortaleza,57495,Brazil,Americas,Latin America and the Caribbean
Petrolina,-9.39861,-40.50083,BR,30,America/Recife,194650,Brazil,Americas,Latin America and the Caribbean
Paulo Afonso,-9.40611,-38.21472,BR,05,America/Bahia,85350,Brazil,Americas,Latin America and the Caribbean
Paulista,-7.94083,-34.87306,BR,30,America/Recife,289971,Brazil,Americas,Latin America and the Caribbean
Patos,-7.02444,-37.28,BR,17,America/Fortaleza,92575,Brazil,Americas,Latin America and the Caribbean
Parnamirim,-5.91556,-35.26278,BR,22,America/Fortaleza,150343,Brazil,Americas,Latin America and the Caribbean
Parnaiba,-2.90472,-41.77667,BR,20,America/Fortaleza,138008,Brazil,Americas,Latin America and the Caribbean
Parintins,-2.62833,-56.73583,BR,04,America/Manaus,64428,Brazil,Americas,Latin America and the Caribbean
Paragominas,-2.96667,-47.48333,BR,16,America/Belem,69613,Brazil,Americas,Latin America and the Caribbean
Pacatuba,-3.98417,-38.62028,BR,06,America/Fortaleza,55291,Brazil,Americas,Latin America and the Caribbean
Olinda,-8.00889,-34.85528,BR,30,America/Recife,366754,Brazil,Americas,Latin America and the Caribbean
Natal,-5.795,-35.20944,BR,22,America/Fortaleza,763043,Brazil,Americas,Latin America and the Caribbean
Mossoro,-5.1875,-37.34417,BR,22,America/Fortaleza,202005,Brazil,Americas,Latin America and the Caribbean
Marechal Deodoro,-9.71028,-35.895,BR,02,America/Maceio,50571,Brazil,Americas,Latin America and the Caribbean
Maracanau,-3.87667,-38.62556,BR,06,America/Fortaleza,193529,Brazil,Americas,Latin America and the Caribbean
Maraba,-5.36861,-49.11778,BR,16,America/Belem,145860,Brazil,Americas,Latin America and the Caribbean
Maceio,-9.66583,-35.73528,BR,02,America/Maceio,954991,Brazil,Americas,Latin America and the Caribbean
Macapa,0.03889,-51.06639,BR,03,America/Belem,338936,Brazil,Americas,Latin America and the Caribbean
Juazeiro do Norte,-7.21306,-39.31528,BR,06,America/Fortaleza,225230,Brazil,Americas,Latin America and the Caribbean
Joao Pessoa,-7.115,-34.86306,BR,17,America/Fortaleza,650883,Brazil,Americas,Latin America and the Caribbean
Jaboatao,-8.18028,-35.00139,BR,30,America/Recife,702621,Brazil,Americas,Latin America and the Caribbean
Itacoatiara,-3.14306,-58.44417,BR,04,America/Manaus,64937,Brazil,Americas,Latin America and the Caribbean
Itapipoca,-3.49444,-39.57861,BR,06,America/Fortaleza,55784,Brazil,Americas,Latin America and the Caribbean
Itaituba,-4.27611,-55.98361,BR,16,America/Santarem,64756,Brazil,Americas,Latin America and the Caribbean
Ipojuca,-8.39889,-35.06389,BR,30,America/Recife,53364,Brazil,Americas,Latin America and the Caribbean
Imperatriz,-5.52639,-47.49167,BR,13,America/Fortaleza,218106,Brazil,Americas,Latin America and the Caribbean
Iguatu,-6.35944,-39.29861,BR,06,America/Fortaleza,70380,Brazil,Americas,Latin America and the Caribbean
Igarassu,-7.83417,-34.90639,BR,30,America/Recife,86457,Brazil,Americas,Latin America and the Caribbean
Horizonte,-4.1,-38.48333,BR,06,America/Fortaleza,51171,Brazil,Americas,Latin America and the Caribbean
Gravata,-8.20111,-35.56472,BR,30,America/Recife,61249,Brazil,Americas,Latin America and the Caribbean
Garanhuns,-8.89028,-36.49278,BR,30,America/Recife,110085,Brazil,Americas,Latin America and the Caribbean
Fortaleza,-3.71722,-38.54306,BR,06,America/Fortaleza,2400000,Brazil,Americas,Latin America and the Caribbean
Crato,-7.23417,-39.40944,BR,06,America/Fortaleza,88786,Brazil,Americas,Latin America and the Caribbean
Crateus,-5.17833,-40.6775,BR,06,America/Fortaleza,52933,Brazil,Americas,Latin America and the Caribbean
Codo,-4.45528,-43.88556,BR,13,America/Fortaleza,83288,Brazil,Americas,Latin America and the Caribbean
Caxias,-4.85889,-43.35611,BR,13,America/Fortaleza,148072,Brazil,Americas,Latin America and the Caribbean
Caucaia,-3.73611,-38.65306,BR,06,America/Fortaleza,275019,Brazil,Americas,Latin America and the Caribbean
Castanhal,-1.29389,-47.92639,BR,16,America/Belem,137406,Brazil,Americas,Latin America and the Caribbean
Cascavel,-4.13306,-38.24194,BR,06,America/Fortaleza,52357,Brazil,Americas,Latin America and the Caribbean
Caruaru,-8.28333,-35.97611,BR,30,America/Recife,235371,Brazil,Americas,Latin America and the Caribbean
Carpina,-7.85083,-35.25472,BR,30,America/Recife,70689,Brazil,Americas,Latin America and the Caribbean
Campina Grande,-7.23056,-35.88111,BR,17,America/Fortaleza,348936,Brazil,Americas,Latin America and the Caribbean
Caico,-6.45833,-37.09778,BR,22,America/Fortaleza,54934,Brazil,Americas,Latin America and the Caribbean
Cabo,-8.28333,-35.03333,BR,30,America/Recife,143105,Brazil,Americas,Latin America and the Caribbean
Cabedelo,-6.98111,-34.83389,BR,17,America/Fortaleza,54839,Brazil,Americas,Latin America and the Caribbean
Braganca,-1.05361,-46.76556,BR,16,America/Belem,57163,Brazil,Americas,Latin America and the Caribbean
Bezerros,-8.23333,-35.79694,BR,30,America/Recife,51436,Brazil,Americas,Latin America and the Caribbean
Belem,-1.45583,-48.50444,BR,16,America/Belem,1407737,Brazil,Americas,Latin America and the Caribbean
Bayeux,-7.125,-34.93222,BR,17,America/Fortaleza,91056,Brazil,Americas,Latin America and the Caribbean
Balsas,-7.5325,-46.03556,BR,13,America/Fortaleza,68056,Brazil,Americas,Latin America and the Caribbean
Bacabal,-4.29167,-44.79167,BR,13,America/Fortaleza,72372,Brazil,Americas,Latin America and the Caribbean
Arcoverde,-8.41889,-37.05389,BR,30,America/Recife,57163,Brazil,Americas,Latin America and the Caribbean
Arapiraca,-9.7525,-36.66111,BR,02,America/Maceio,166562,Brazil,Americas,Latin America and the Caribbean
Araguaina,-7.19111,-48.20722,BR,31,America/Araguaina,105019,Brazil,Americas,Latin America and the Caribbean
Aquiraz,-3.90139,-38.39111,BR,06,America/Fortaleza,65116,Brazil,Americas,Latin America and the Caribbean
Ananindeua,-1.36556,-48.37222,BR,16,America/Belem,433956,Brazil,Americas,Latin America and the Caribbean
Altamira,-3.20333,-52.20639,BR,16,America/Santarem,70888,Brazil,Americas,Latin America and the Caribbean
Abreu e Lima,-7.91167,-34.90278,BR,30,America/Recife,81959,Brazil,Americas,Latin America and the Caribbean
Abaetetuba,-1.71806,-48.8825,BR,16,America/Belem,78050,Brazil,Americas,Latin America and the Caribbean
Votuporanga,-20.42278,-49.97278,BR,27,America/Sao_Paulo,69863,Brazil,Americas,Latin America and the Caribbean
Votorantim,-23.54667,-47.43778,BR,27,America/Sao_Paulo,99390,Brazil,Americas,Latin America and the Caribbean
Volta Redonda,-22.52306,-44.10417,BR,21,America/Sao_Paulo,249580,Brazil,Americas,Latin America and the Caribbean
Vitoria da Conquista,-14.86611,-40.83944,BR,05,America/Bahia,253137,Brazil,Americas,Latin America and the Caribbean
Vitoria,-20.31944,-40.33778,BR,08,America/Sao_Paulo,312656,Brazil,Americas,Latin America and the Caribbean
Vinhedo,-23.02972,-46.97528,BR,27,America/Sao_Paulo,56492,Brazil,Americas,Latin America and the Caribbean
Vila Velha,-20.32972,-40.2925,BR,08,America/Sao_Paulo,394930,Brazil,Americas,Latin America and the Caribbean
Vicosa,-20.75389,-42.88194,BR,15,America/Sao_Paulo,68680,Brazil,Americas,Latin America and the Caribbean
Viana,-20.39028,-40.49611,BR,08,America/Sao_Paulo,55122,Brazil,Americas,Latin America and the Caribbean
Viamao,-30.08111,-51.02333,BR,23,America/Sao_Paulo,285269,Brazil,Americas,Latin America and the Caribbean
Vespasiano,-19.69194,-43.92333,BR,15,America/Sao_Paulo,94749,Brazil,Americas,Latin America and the Caribbean
Varzea Paulista,-23.21139,-46.82833,BR,27,America/Sao_Paulo,110936,Brazil,Americas,Latin America and the Caribbean
Varzea Grande,-15.64667,-56.1325,BR,14,America/Cuiaba,249752,Brazil,Americas,Latin America and the Caribbean
Varginha,-21.55139,-45.43028,BR,15,America/Sao_Paulo,116571,Brazil,Americas,Latin America and the Caribbean
Valinhos,-22.97056,-46.99583,BR,27,America/Sao_Paulo,88630,Brazil,Americas,Latin America and the Caribbean
Valenca,-22.24556,-43.70028,BR,21,America/Sao_Paulo,61144,Brazil,Americas,Latin America and the Caribbean
Valenca,-13.37028,-39.07306,BR,05,America/Bahia,63231,Brazil,Americas,Latin America and the Caribbean
Vacaria,-28.51222,-50.93389,BR,23,America/Sao_Paulo,56765,Brazil,Americas,Latin America and the Caribbean
Uruguaiana,-29.75472,-57.08833,BR,23,America/Sao_Paulo,123480,Brazil,Americas,Latin America and the Caribbean
Unai,-16.3575,-46.90611,BR,15,America/Sao_Paulo,60202,Brazil,Americas,Latin America and the Caribbean
Umuarama,-23.76639,-53.325,BR,18,America/Sao_Paulo,89687,Brazil,Americas,Latin America and the Caribbean
Uberlandia,-18.91861,-48.27722,BR,15,America/Sao_Paulo,563536,Brazil,Americas,Latin America and the Caribbean
Uberaba,-19.74833,-47.93194,BR,15,America/Sao_Paulo,260843,Brazil,Americas,Latin America and the Caribbean
Ubatuba,-23.43389,-45.07111,BR,27,America/Sao_Paulo,79007,Brazil,Americas,Latin America and the Caribbean
Uba,-21.12,-42.94278,BR,15,America/Sao_Paulo,97828,Brazil,Americas,Latin America and the Caribbean
Tupa,-21.93472,-50.51361,BR,27,America/Sao_Paulo,62035,Brazil,Americas,Latin America and the Caribbean
Tubarao,-28.46667,-49.00694,BR,26,America/Sao_Paulo,67245,Brazil,Americas,Latin America and the Caribbean
Trindade,-16.64944,-49.48889,BR,29,America/Sao_Paulo,97521,Brazil,Americas,Latin America and the Caribbean
Tres Rios,-22.11667,-43.20917,BR,21,America/Sao_Paulo,71944,Brazil,Americas,Latin America and the Caribbean
Tres Lagoas,-20.75111,-51.67833,BR,11,America/Campo_Grande,78712,Brazil,Americas,Latin America and the Caribbean
Tres Coracoes,-21.69694,-45.25333,BR,15,America/Sao_Paulo,63457,Brazil,Americas,Latin America and the Caribbean
Toledo,-24.71361,-53.74306,BR,18,America/Sao_Paulo,119313,Brazil,Americas,Latin America and the Caribbean
Timoteo,-19.5825,-42.64444,BR,15,America/Sao_Paulo,91722,Brazil,Americas,Latin America and the Caribbean
Teresopolis,-22.41222,-42.96556,BR,21,America/Sao_Paulo,123979,Brazil,Americas,Latin America and the Caribbean
Teofilo Otoni,-17.8575,-41.50528,BR,15,America/Sao_Paulo,101170,Brazil,Americas,Latin America and the Caribbean
Telemaco Borba,-24.32389,-50.61556,BR,18,America/Sao_Paulo,58880,Brazil,Americas,Latin America and the Caribbean
Taubate,-23.02639,-45.55528,BR,27,America/Sao_Paulo,251641,Brazil,Americas,Latin America and the Caribbean
Tatui,-23.35556,-47.85694,BR,27,America/Sao_Paulo,93580,Brazil,Americas,Latin America and the Caribbean
Taquaritinga,-21.40611,-48.50472,BR,27,America/Sao_Paulo,50098,Brazil,Americas,Latin America and the Caribbean
Taboao da Serra,-23.62611,-46.79167,BR,27,America/Sao_Paulo,214523,Brazil,Americas,Latin America and the Caribbean
Suzano,-23.5425,-46.31083,BR,27,America/Sao_Paulo,283314,Brazil,Americas,Latin America and the Caribbean
Sumare,-22.82194,-47.26694,BR,27,America/Sao_Paulo,227977,Brazil,Americas,Latin America and the Caribbean
Sorocaba,-23.50167,-47.45806,BR,27,America/Sao_Paulo,558862,Brazil,Americas,Latin America and the Caribbean
Sete Lagoas,-19.46583,-44.24667,BR,15,America/Sao_Paulo,201334,Brazil,Americas,Latin America and the Caribbean
Sertaozinho,-21.13778,-47.99028,BR,27,America/Sao_Paulo,99211,Brazil,Americas,Latin America and the Caribbean
Serra,-20.12861,-40.30778,BR,08,America/Sao_Paulo,394153,Brazil,Americas,Latin America and the Caribbean
Seropedica,-22.74389,-43.7075,BR,21,America/Sao_Paulo,54846,Brazil,Americas,Latin America and the Caribbean
Senador Canedo,-16.70806,-49.09306,BR,29,America/Sao_Paulo,61800,Brazil,Americas,Latin America and the Caribbean
Sarandi,-23.44361,-51.87389,BR,18,America/Sao_Paulo,84697,Brazil,Americas,Latin America and the Caribbean
Saquarema,-22.92,-42.51028,BR,21,America/Sao_Paulo,62056,Brazil,Americas,Latin America and the Caribbean
Sapucaia,-29.83333,-51.15,BR,23,America/Sao_Paulo,130937,Brazil,Americas,Latin America and the Caribbean
Sapiranga,-29.63806,-51.00694,BR,23,America/Sao_Paulo,76051,Brazil,Americas,Latin America and the Caribbean
Sao Vicente,-23.96306,-46.39194,BR,27,America/Sao_Paulo,324457,Brazil,Americas,Latin America and the Caribbean
Sao Sebastiao do Paraiso,-20.91694,-46.99139,BR,15,America/Sao_Paulo,68654,Brazil,Americas,Latin America and the Caribbean
Sao Sebastiao,-23.76,-45.40972,BR,27,America/Sao_Paulo,76367,Brazil,Americas,Latin America and the Caribbean
Sao Roque,-23.52917,-47.13528,BR,27,America/Sao_Paulo,50540,Brazil,Americas,Latin America and the Caribbean
Sao Pedro da Aldeia,-22.83917,-42.10278,BR,21,America/Sao_Paulo,55014,Brazil,Americas,Latin America and the Caribbean
Sao Paulo,-23.5475,-46.63611,BR,27,America/Sao_Paulo,10021295,Brazil,Americas,Latin America and the Caribbean
Sao Mateus,-18.71611,-39.85889,BR,08,America/Sao_Paulo,77117,Brazil,Americas,Latin America and the Caribbean
Sao Leopoldo,-29.76028,-51.14722,BR,23,America/Sao_Paulo,209229,Brazil,Americas,Latin America and the Caribbean
